,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song_title,speechiness,tempo,time_signature,track_href,type,uri,valence,0
31,,,Buster Shuffle,,,,,,,,,,I Don't Trust a Word You Say,,,,,,,,"{'danceability': 0.333, 'energy': 0.941, 'key': 0, 'loudness': -4.6, 'mode': 1, 'speechiness': 0.0635, 'acousticness': 0.0288, 'instrumentalness': 3.18e-06, 'liveness': 0.38, 'valence': 0.883, 'tempo': 176.542, 'type': 'audio_features', 'id': '69MXFthbHc2Q32SiwgCs3Y', 'uri': 'spotify:track:69MXFthbHc2Q32SiwgCs3Y', 'track_href': 'https://api.spotify.com/v1/tracks/69MXFthbHc2Q32SiwgCs3Y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/69MXFthbHc2Q32SiwgCs3Y', 'duration_ms': 119733, 'time_signature': 4}"
32,,,Green Day,,,,,,,,,,Back in the USA,,,,,,,,"{'danceability': 0.394, 'energy': 0.961, 'key': 1, 'loudness': -3.733, 'mode': 1, 'speechiness': 0.0438, 'acousticness': 5.22e-05, 'instrumentalness': 0.000131, 'liveness': 0.101, 'valence': 0.842, 'tempo': 175.991, 'type': 'audio_features', 'id': '53oEpGga4UriwcOKc35LpM', 'uri': 'spotify:track:53oEpGga4UriwcOKc35LpM', 'track_href': 'https://api.spotify.com/v1/tracks/53oEpGga4UriwcOKc35LpM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/53oEpGga4UriwcOKc35LpM', 'duration_ms': 156248, 'time_signature': 4}"
33,,,Real Friends,,,,,,,,,,Get By,,,,,,,,"{'danceability': 0.555, 'energy': 0.931, 'key': 7, 'loudness': -3.197, 'mode': 1, 'speechiness': 0.0457, 'acousticness': 0.00128, 'instrumentalness': 0, 'liveness': 0.283, 'valence': 0.401, 'tempo': 99.992, 'type': 'audio_features', 'id': '1UnpGQbe2SDnAtr6vAYI4K', 'uri': 'spotify:track:1UnpGQbe2SDnAtr6vAYI4K', 'track_href': 'https://api.spotify.com/v1/tracks/1UnpGQbe2SDnAtr6vAYI4K', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1UnpGQbe2SDnAtr6vAYI4K', 'duration_ms': 212893, 'time_signature': 4}"
34,,,Milk Teeth,,,,,,,,,,Lillian,,,,,,,,"{'danceability': 0.284, 'energy': 0.99, 'key': 6, 'loudness': -2.994, 'mode': 0, 'speechiness': 0.0944, 'acousticness': 0.000382, 'instrumentalness': 0, 'liveness': 0.323, 'valence': 0.209, 'tempo': 172.149, 'type': 'audio_features', 'id': '7oW9MZKFKVHly77TcULLRM', 'uri': 'spotify:track:7oW9MZKFKVHly77TcULLRM', 'track_href': 'https://api.spotify.com/v1/tracks/7oW9MZKFKVHly77TcULLRM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7oW9MZKFKVHly77TcULLRM', 'duration_ms': 130920, 'time_signature': 4}"
35,,,You Vandal,,,,,,,,,,Sorry,,,,,,,,"{'danceability': 0.402, 'energy': 0.974, 'key': 11, 'loudness': -5.002, 'mode': 1, 'speechiness': 0.272, 'acousticness': 0.00479, 'instrumentalness': 0, 'liveness': 0.145, 'valence': 0.468, 'tempo': 178.025, 'type': 'audio_features', 'id': '1VTv4A3PYeSYT4VjHGzvd4', 'uri': 'spotify:track:1VTv4A3PYeSYT4VjHGzvd4', 'track_href': 'https://api.spotify.com/v1/tracks/1VTv4A3PYeSYT4VjHGzvd4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1VTv4A3PYeSYT4VjHGzvd4', 'duration_ms': 183729, 'time_signature': 4}"
36,,,Jaya The Cat,,,,,,,,,,A Rough Guide to the Future,,,,,,,,"{'danceability': 0.537, 'energy': 0.94, 'key': 4, 'loudness': -7.121, 'mode': 1, 'speechiness': 0.0919, 'acousticness': 0.0267, 'instrumentalness': 0.00233, 'liveness': 0.281, 'valence': 0.705, 'tempo': 91.977, 'type': 'audio_features', 'id': '3KorHDM4DZdSs0CIw7up80', 'uri': 'spotify:track:3KorHDM4DZdSs0CIw7up80', 'track_href': 'https://api.spotify.com/v1/tracks/3KorHDM4DZdSs0CIw7up80', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3KorHDM4DZdSs0CIw7up80', 'duration_ms': 198624, 'time_signature': 4}"
37,,,GBH,,,,,,,,,,No News,,,,,,,,"{'danceability': 0.359, 'energy': 0.971, 'key': 11, 'loudness': -3.636, 'mode': 0, 'speechiness': 0.193, 'acousticness': 0.000243, 'instrumentalness': 0.0196, 'liveness': 0.186, 'valence': 0.265, 'tempo': 137.855, 'type': 'audio_features', 'id': '4gPHgYFXqpxMwJlRnFZpEA', 'uri': 'spotify:track:4gPHgYFXqpxMwJlRnFZpEA', 'track_href': 'https://api.spotify.com/v1/tracks/4gPHgYFXqpxMwJlRnFZpEA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4gPHgYFXqpxMwJlRnFZpEA', 'duration_ms': 122400, 'time_signature': 4}"
38,,,Shame,,,,,,,,,,One Rizla,,,,,,,,"{'danceability': 0.426, 'energy': 0.886, 'key': 11, 'loudness': -4.529, 'mode': 0, 'speechiness': 0.0416, 'acousticness': 0.000128, 'instrumentalness': 1.24e-05, 'liveness': 0.079, 'valence': 0.574, 'tempo': 131.949, 'type': 'audio_features', 'id': '13adZXD5qXvZk0OtN6WUEy', 'uri': 'spotify:track:13adZXD5qXvZk0OtN6WUEy', 'track_href': 'https://api.spotify.com/v1/tracks/13adZXD5qXvZk0OtN6WUEy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/13adZXD5qXvZk0OtN6WUEy', 'duration_ms': 214578, 'time_signature': 4}"
39,,,The Adicts,,,,,,,,,,Fucked up World,,,,,,,,"{'danceability': 0.217, 'energy': 0.681, 'key': 11, 'loudness': -12.725, 'mode': 1, 'speechiness': 0.0509, 'acousticness': 0.0244, 'instrumentalness': 0.155, 'liveness': 0.111, 'valence': 0.245, 'tempo': 146.654, 'type': 'audio_features', 'id': '4WR5NTbscXE6rXqPX3sF1l', 'uri': 'spotify:track:4WR5NTbscXE6rXqPX3sF1l', 'track_href': 'https://api.spotify.com/v1/tracks/4WR5NTbscXE6rXqPX3sF1l', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4WR5NTbscXE6rXqPX3sF1l', 'duration_ms': 176043, 'time_signature': 4}"
40,,,Pipes And Pints,,,,,,,,,,Raise our Flag,,,,,,,,"{'danceability': 0.422, 'energy': 0.928, 'key': 3, 'loudness': -4.853, 'mode': 1, 'speechiness': 0.0675, 'acousticness': 0.000111, 'instrumentalness': 0.00478, 'liveness': 0.156, 'valence': 0.416, 'tempo': 133.075, 'type': 'audio_features', 'id': '5XfZM0Udo9oPHGmkI0nYdS', 'uri': 'spotify:track:5XfZM0Udo9oPHGmkI0nYdS', 'track_href': 'https://api.spotify.com/v1/tracks/5XfZM0Udo9oPHGmkI0nYdS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XfZM0Udo9oPHGmkI0nYdS', 'duration_ms': 211304, 'time_signature': 4}"
41,,,Quicksand,,,,,,,,,,Interiors,,,,,,,,"{'danceability': 0.47, 'energy': 0.783, 'key': 2, 'loudness': -6.37, 'mode': 1, 'speechiness': 0.0314, 'acousticness': 0.00487, 'instrumentalness': 0.644, 'liveness': 0.117, 'valence': 0.187, 'tempo': 140.004, 'type': 'audio_features', 'id': '600rxqKGJUS6gMD5klZj5l', 'uri': 'spotify:track:600rxqKGJUS6gMD5klZj5l', 'track_href': 'https://api.spotify.com/v1/tracks/600rxqKGJUS6gMD5klZj5l', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/600rxqKGJUS6gMD5klZj5l', 'duration_ms': 298204, 'time_signature': 4}"
42,,,Story Untold,,,,,,,,,,Drown In My Mind,,,,,,,,"{'danceability': 0.54, 'energy': 0.833, 'key': 7, 'loudness': -5.691, 'mode': 1, 'speechiness': 0.039, 'acousticness': 0.0456, 'instrumentalness': 0, 'liveness': 0.103, 'valence': 0.447, 'tempo': 134.992, 'type': 'audio_features', 'id': '38gr53HFJhZamIBBQrpEse', 'uri': 'spotify:track:38gr53HFJhZamIBBQrpEse', 'track_href': 'https://api.spotify.com/v1/tracks/38gr53HFJhZamIBBQrpEse', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/38gr53HFJhZamIBBQrpEse', 'duration_ms': 180083, 'time_signature': 4}"
43,,,Superchunk,,,,,,,,,,What a Time to Be Alive,,,,,,,,"{'danceability': 0.419, 'energy': 0.968, 'key': 11, 'loudness': -5.149, 'mode': 0, 'speechiness': 0.073, 'acousticness': 7.36e-05, 'instrumentalness': 2.59e-06, 'liveness': 0.324, 'valence': 0.727, 'tempo': 158.019, 'type': 'audio_features', 'id': '0HAtYAUM9GRCLbwuTES3EN', 'uri': 'spotify:track:0HAtYAUM9GRCLbwuTES3EN', 'track_href': 'https://api.spotify.com/v1/tracks/0HAtYAUM9GRCLbwuTES3EN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0HAtYAUM9GRCLbwuTES3EN', 'duration_ms': 225468, 'time_signature': 4}"
44,,,Grenadiers,,,,,,,,,,Glasses Up,,,,,,,,"{'danceability': 0.555, 'energy': 0.919, 'key': 3, 'loudness': -6.763, 'mode': 0, 'speechiness': 0.0375, 'acousticness': 1.69e-05, 'instrumentalness': 0, 'liveness': 0.353, 'valence': 0.718, 'tempo': 104.978, 'type': 'audio_features', 'id': '1T5Y4J89qGF3dddKK39ybT', 'uri': 'spotify:track:1T5Y4J89qGF3dddKK39ybT', 'track_href': 'https://api.spotify.com/v1/tracks/1T5Y4J89qGF3dddKK39ybT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1T5Y4J89qGF3dddKK39ybT', 'duration_ms': 143480, 'time_signature': 4}"
45,,,Trophy Eyes,,,,,,,,,,Hurt,,,,,,,,"{'danceability': 0.501, 'energy': 0.859, 'key': 1, 'loudness': -4.773, 'mode': 1, 'speechiness': 0.0419, 'acousticness': 0.000692, 'instrumentalness': 2.16e-05, 'liveness': 0.0707, 'valence': 0.261, 'tempo': 110.035, 'type': 'audio_features', 'id': '2Hahdk5qQov5yLXhtwYqdC', 'uri': 'spotify:track:2Hahdk5qQov5yLXhtwYqdC', 'track_href': 'https://api.spotify.com/v1/tracks/2Hahdk5qQov5yLXhtwYqdC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Hahdk5qQov5yLXhtwYqdC', 'duration_ms': 252545, 'time_signature': 4}"
46,,,Lionheart,,,,,,,,,,Vultures,,,,,,,,"{'danceability': 0.551, 'energy': 0.897, 'key': 5, 'loudness': -4.24, 'mode': 1, 'speechiness': 0.0791, 'acousticness': 0.000724, 'instrumentalness': 0, 'liveness': 0.297, 'valence': 0.347, 'tempo': 120.031, 'type': 'audio_features', 'id': '32FXgQKZplnScGutIKUkj5', 'uri': 'spotify:track:32FXgQKZplnScGutIKUkj5', 'track_href': 'https://api.spotify.com/v1/tracks/32FXgQKZplnScGutIKUkj5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/32FXgQKZplnScGutIKUkj5', 'duration_ms': 140963, 'time_signature': 4}"
47,,,You vs Yesterday,,,,,,,,,,How's This for Honesty,,,,,,,,"{'danceability': 0.42, 'energy': 0.931, 'key': 9, 'loudness': -5.14, 'mode': 1, 'speechiness': 0.0952, 'acousticness': 0.00582, 'instrumentalness': 0, 'liveness': 0.127, 'valence': 0.218, 'tempo': 155.017, 'type': 'audio_features', 'id': '4E9ELjBMp1F4LSRTQcgzpX', 'uri': 'spotify:track:4E9ELjBMp1F4LSRTQcgzpX', 'track_href': 'https://api.spotify.com/v1/tracks/4E9ELjBMp1F4LSRTQcgzpX', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4E9ELjBMp1F4LSRTQcgzpX', 'duration_ms': 198968, 'time_signature': 4}"
48,,,Hail The Sun,,,,,,,,,,Spite,,,,,,,,"{'danceability': 0.227, 'energy': 0.928, 'key': 11, 'loudness': -4.844, 'mode': 0, 'speechiness': 0.105, 'acousticness': 0.000224, 'instrumentalness': 0.0146, 'liveness': 0.341, 'valence': 0.533, 'tempo': 164.693, 'type': 'audio_features', 'id': '6nBUI4GYQbVYMkNKTomWkG', 'uri': 'spotify:track:6nBUI4GYQbVYMkNKTomWkG', 'track_href': 'https://api.spotify.com/v1/tracks/6nBUI4GYQbVYMkNKTomWkG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6nBUI4GYQbVYMkNKTomWkG', 'duration_ms': 236218, 'time_signature': 3}"
49,,,Versus You,,,,,,,,,,Birthday Boy,,,,,,,,"{'danceability': 0.49, 'energy': 0.944, 'key': 2, 'loudness': -4.331, 'mode': 1, 'speechiness': 0.0462, 'acousticness': 1.93e-05, 'instrumentalness': 6.07e-05, 'liveness': 0.36, 'valence': 0.376, 'tempo': 137.977, 'type': 'audio_features', 'id': '2ibTYezocOQ3w26oVCioHM', 'uri': 'spotify:track:2ibTYezocOQ3w26oVCioHM', 'track_href': 'https://api.spotify.com/v1/tracks/2ibTYezocOQ3w26oVCioHM', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ibTYezocOQ3w26oVCioHM', 'duration_ms': 239440, 'time_signature': 4}"
0,0.0103,https://api.spotify.com/v1/audio-analysis/33iQW2OneB0oNh2NfrAzqW,Ramones,0.547,133440.0,0.733,33iQW2OneB0oNh2NfrAzqW,0.131,9.0,0.117,-6.558,1.0,Blitzkrieg Bop - 2001 Remastered Version,0.0433,176.198,4.0,https://api.spotify.com/v1/tracks/33iQW2OneB0oNh2NfrAzqW,audio_features,spotify:track:33iQW2OneB0oNh2NfrAzqW,0.962,
1,0.169,https://api.spotify.com/v1/audio-analysis/6vvmYYUvGXtZLU8msxKvzF,Ramones,0.597,149467.0,0.96,6vvmYYUvGXtZLU8msxKvzF,2.89e-05,11.0,0.105,-3.989,1.0,I Wanna Be Sedated - Remastered,0.042,163.017,4.0,https://api.spotify.com/v1/tracks/6vvmYYUvGXtZLU8msxKvzF,audio_features,spotify:track:6vvmYYUvGXtZLU8msxKvzF,0.937,
2,0.106,https://api.spotify.com/v1/audio-analysis/2UnY8ApZT4roi66n1LDAil,Ramones,0.481,169893.0,0.93,2UnY8ApZT4roi66n1LDAil,0.000531,0.0,0.0878,-6.046,1.0,Sheena Is A Punk Rocker - Remastered,0.0342,176.167,4.0,https://api.spotify.com/v1/tracks/2UnY8ApZT4roi66n1LDAil,audio_features,spotify:track:2UnY8ApZT4roi66n1LDAil,0.877,
3,0.0524,https://api.spotify.com/v1/audio-analysis/3HVUvLe8yJ4WXLNMmfuisL,Ramones,0.631,152880.0,0.815,3HVUvLe8yJ4WXLNMmfuisL,0.0387,4.0,0.0971,-5.914,1.0,Beat on the Brat - 2001 Remastered Version,0.036,156.337,4.0,https://api.spotify.com/v1/tracks/3HVUvLe8yJ4WXLNMmfuisL,audio_features,spotify:track:3HVUvLe8yJ4WXLNMmfuisL,0.929,
4,0.000961,https://api.spotify.com/v1/audio-analysis/6GoABcYvOygDUIux8cq4gU,Ramones,0.471,126560.0,0.873,6GoABcYvOygDUIux8cq4gU,5.27e-05,9.0,0.109,-5.347,1.0,Rockaway Beach - Remastered Version,0.0512,187.395,4.0,https://api.spotify.com/v1/tracks/6GoABcYvOygDUIux8cq4gU,audio_features,spotify:track:6GoABcYvOygDUIux8cq4gU,0.877,
5,0.000722,https://api.spotify.com/v1/audio-analysis/6SYAkJQoasyrSvAj5abGDJ,Ramones,0.528,165400.0,0.917,6SYAkJQoasyrSvAj5abGDJ,0.0023,11.0,0.257,-5.465,0.0,I Don't Want To Grow Up,0.038,91.03,4.0,https://api.spotify.com/v1/tracks/6SYAkJQoasyrSvAj5abGDJ,audio_features,spotify:track:6SYAkJQoasyrSvAj5abGDJ,0.55,
6,0.00247,https://api.spotify.com/v1/audio-analysis/2BaZB9HYU9Vg7ZoNfASKfL,Ramones,0.436,214440.0,0.953,2BaZB9HYU9Vg7ZoNfASKfL,0.0504,0.0,0.397,-6.289,1.0,Life's A Gas,0.054,139.953,4.0,https://api.spotify.com/v1/tracks/2BaZB9HYU9Vg7ZoNfASKfL,audio_features,spotify:track:2BaZB9HYU9Vg7ZoNfASKfL,0.666,
7,0.00039,https://api.spotify.com/v1/audio-analysis/0yjiVLQ6qJmbeaaklBFh0V,Ramones,0.686,129667.0,0.914,0yjiVLQ6qJmbeaaklBFh0V,0.0,10.0,0.292,-4.472,0.0,Cretin Family,0.0268,101.266,4.0,https://api.spotify.com/v1/tracks/0yjiVLQ6qJmbeaaklBFh0V,audio_features,spotify:track:0yjiVLQ6qJmbeaaklBFh0V,0.738,
8,0.000999,https://api.spotify.com/v1/audio-analysis/0a8cUf4CmFUv7GuFP13Ab0,Ramones,0.422,192360.0,0.985,0a8cUf4CmFUv7GuFP13Ab0,0.218,9.0,0.122,-5.132,1.0,Censorshit,0.0548,162.487,4.0,https://api.spotify.com/v1/tracks/0a8cUf4CmFUv7GuFP13Ab0,audio_features,spotify:track:0a8cUf4CmFUv7GuFP13Ab0,0.345,
9,0.000633,https://api.spotify.com/v1/audio-analysis/3UDLrV7vHz7eZ1gXWh7mwL,Ramones,0.389,166800.0,0.994,3UDLrV7vHz7eZ1gXWh7mwL,0.038,9.0,0.363,-5.426,1.0,Heidi Is A Headcase,0.163,164.355,4.0,https://api.spotify.com/v1/tracks/3UDLrV7vHz7eZ1gXWh7mwL,audio_features,spotify:track:3UDLrV7vHz7eZ1gXWh7mwL,0.107,
10,0.000333,https://api.spotify.com/v1/audio-analysis/51VBSWvVy3UD3H2nluQyNQ,Ramones,0.453,199360.0,0.795,51VBSWvVy3UD3H2nluQyNQ,0.000728,11.0,0.097,-12.224,0.0,I Believe In Miracles,0.0297,139.762,4.0,https://api.spotify.com/v1/tracks/51VBSWvVy3UD3H2nluQyNQ,audio_features,spotify:track:51VBSWvVy3UD3H2nluQyNQ,0.726,
11,0.00159,https://api.spotify.com/v1/audio-analysis/2PN0JeaGtkHrlcmwZFWzBM,Ramones,0.468,210333.0,0.825,2PN0JeaGtkHrlcmwZFWzBM,0.000169,2.0,0.143,-12.853,0.0,Pet Sematary,0.0365,148.295,4.0,https://api.spotify.com/v1/tracks/2PN0JeaGtkHrlcmwZFWzBM,audio_features,spotify:track:2PN0JeaGtkHrlcmwZFWzBM,0.661,
12,0.000258,https://api.spotify.com/v1/audio-analysis/5MkgGJFgWlIIduxO6Lvg1c,Ramones,0.408,132267.0,0.896,5MkgGJFgWlIIduxO6Lvg1c,0.00175,4.0,0.189,-11.302,1.0,Bop 'Til You Drop,0.0507,170.555,4.0,https://api.spotify.com/v1/tracks/5MkgGJFgWlIIduxO6Lvg1c,audio_features,spotify:track:5MkgGJFgWlIIduxO6Lvg1c,0.555,
13,0.0645,https://api.spotify.com/v1/audio-analysis/2o5awW7M5FUCLi1S3IN1T8,Ramones,0.532,158867.0,0.778,2o5awW7M5FUCLi1S3IN1T8,2.93e-06,0.0,0.373,-10.908,1.0,A Real Cool Time,0.0371,149.516,4.0,https://api.spotify.com/v1/tracks/2o5awW7M5FUCLi1S3IN1T8,audio_features,spotify:track:2o5awW7M5FUCLi1S3IN1T8,0.878,
14,0.295,https://api.spotify.com/v1/audio-analysis/2j3PFZXmenUxgjjBUIod7F,Ramones,0.41,233467.0,0.854,2j3PFZXmenUxgjjBUIod7F,9.2e-06,7.0,0.355,-11.665,1.0,Bonzo Goes To Bitburg,0.0864,174.66,4.0,https://api.spotify.com/v1/tracks/2j3PFZXmenUxgjjBUIod7F,audio_features,spotify:track:2j3PFZXmenUxgjjBUIod7F,0.495,
15,0.0382,https://api.spotify.com/v1/audio-analysis/7a6aGoKfpywaIIwSXmZkW1,Ramones,0.376,247227.0,0.85,7a6aGoKfpywaIIwSXmZkW1,0.131,9.0,0.149,-12.937,1.0,Something To Believe In,0.0459,178.405,4.0,https://api.spotify.com/v1/tracks/7a6aGoKfpywaIIwSXmZkW1,audio_features,spotify:track:7a6aGoKfpywaIIwSXmZkW1,0.474,
16,0.00234,https://api.spotify.com/v1/audio-analysis/4SmD84IQOc1oSlxQD7V95i,Ramones,0.468,157587.0,0.946,4SmD84IQOc1oSlxQD7V95i,2.75e-05,9.0,0.0844,-7.597,1.0,Too Tough To Die - Remastered,0.0636,160.034,4.0,https://api.spotify.com/v1/tracks/4SmD84IQOc1oSlxQD7V95i,audio_features,spotify:track:4SmD84IQOc1oSlxQD7V95i,0.609,
17,8.44e-05,https://api.spotify.com/v1/audio-analysis/5w4mCqeA4K0yuB3gyr8cwt,Ramones,0.5,114573.0,0.972,5w4mCqeA4K0yuB3gyr8cwt,0.158,10.0,0.736,-5.285,0.0,Wart Hog - Remastered,0.0395,104.359,4.0,https://api.spotify.com/v1/tracks/5w4mCqeA4K0yuB3gyr8cwt,audio_features,spotify:track:5w4mCqeA4K0yuB3gyr8cwt,0.889,
18,0.00344,https://api.spotify.com/v1/audio-analysis/6AK4CsZUeSnW8jVN5rVpl8,Ramones,0.542,163093.0,0.736,6AK4CsZUeSnW8jVN5rVpl8,0.00114,7.0,0.108,-9.098,1.0,Little Bit O' Soul - Remastered,0.268,144.279,4.0,https://api.spotify.com/v1/tracks/6AK4CsZUeSnW8jVN5rVpl8,audio_features,spotify:track:6AK4CsZUeSnW8jVN5rVpl8,0.695,
19,0.00052,https://api.spotify.com/v1/audio-analysis/7rExsVaUUEH7wKGk7NWQSD,Ramones,0.473,154760.0,0.963,7rExsVaUUEH7wKGk7NWQSD,0.0119,6.0,0.441,-7.445,1.0,Psycho Therapy - Remastered,0.0367,95.275,4.0,https://api.spotify.com/v1/tracks/7rExsVaUUEH7wKGk7NWQSD,audio_features,spotify:track:7rExsVaUUEH7wKGk7NWQSD,0.346,
20,0.00517,https://api.spotify.com/v1/audio-analysis/4SHAAuXwKvxWxYr0hmm7N7,Ramones,0.441,186627.0,0.885,4SHAAuXwKvxWxYr0hmm7N7,0.000124,2.0,0.218,-7.933,1.0,Everytime I Eat Vegetables It Makes Me Think Of You - Remastered,0.108,77.415,4.0,https://api.spotify.com/v1/tracks/4SHAAuXwKvxWxYr0hmm7N7,audio_features,spotify:track:4SHAAuXwKvxWxYr0hmm7N7,0.565,
21,0.0167,https://api.spotify.com/v1/audio-analysis/2phwKvwwO26PlRIUNRuUc2,Ramones,0.438,201893.0,0.979,2phwKvwwO26PlRIUNRuUc2,0.0408,9.0,0.3,-3.82,0.0,We Want The Airwaves - Remastered,0.0403,142.912,4.0,https://api.spotify.com/v1/tracks/2phwKvwwO26PlRIUNRuUc2,audio_features,spotify:track:2phwKvwwO26PlRIUNRuUc2,0.513,
22,0.0535,https://api.spotify.com/v1/audio-analysis/40wZS1iOdvfCFkFjchKrUA,Ramones,0.457,205573.0,0.883,40wZS1iOdvfCFkFjchKrUA,0.00133,4.0,0.256,-5.32,1.0,She's A Sensation - Remastered,0.0397,154.229,4.0,https://api.spotify.com/v1/tracks/40wZS1iOdvfCFkFjchKrUA,audio_features,spotify:track:40wZS1iOdvfCFkFjchKrUA,0.722,
23,0.445,https://api.spotify.com/v1/audio-analysis/2Ck23L2znrPAFiyopqzWUj,Ramones,0.302,229467.0,0.961,2Ck23L2znrPAFiyopqzWUj,0.00268,7.0,0.823,-5.619,1.0,Do You Remember Rock And Roll Radio,0.116,152.366,4.0,https://api.spotify.com/v1/tracks/2Ck23L2znrPAFiyopqzWUj,audio_features,spotify:track:2Ck23L2znrPAFiyopqzWUj,0.659,
24,0.202,https://api.spotify.com/v1/audio-analysis/29imR7dda5XqwPRFmby7HS,Ramones,0.735,224560.0,0.653,29imR7dda5XqwPRFmby7HS,0.000307,8.0,0.0802,-5.533,1.0,"Baby, I Love You - Remastered LP Version",0.0269,107.779,4.0,https://api.spotify.com/v1/tracks/29imR7dda5XqwPRFmby7HS,audio_features,spotify:track:29imR7dda5XqwPRFmby7HS,0.93,
25,0.0183,https://api.spotify.com/v1/audio-analysis/4FzPIalyruWIiefI91qe4B,Ramones,0.499,137400.0,0.87,4FzPIalyruWIiefI91qe4B,0.0,0.0,0.0512,-4.431,1.0,Rock 'N' Roll High School - Remastered,0.126,188.853,4.0,https://api.spotify.com/v1/tracks/4FzPIalyruWIiefI91qe4B,audio_features,spotify:track:4FzPIalyruWIiefI91qe4B,0.893,
26,0.00147,https://api.spotify.com/v1/audio-analysis/6T7o6ezbhOJahJyDIU4Ccs,Ramones,0.656,139707.0,0.727,6T7o6ezbhOJahJyDIU4Ccs,0.00865,6.0,0.047,-9.158,0.0,Danny Says - Demo Previously Unreleased,0.0302,141.101,4.0,https://api.spotify.com/v1/tracks/6T7o6ezbhOJahJyDIU4Ccs,audio_features,spotify:track:6T7o6ezbhOJahJyDIU4Ccs,0.772,
27,0.0274,https://api.spotify.com/v1/audio-analysis/3wAj1XCJpthEVUMNTTaj6z,Ramones,0.556,161613.0,0.947,3wAj1XCJpthEVUMNTTaj6z,1.34e-05,9.0,0.0436,-3.588,0.0,I Just Want To Have Something To Do - Remastered Version,0.0392,137.478,4.0,https://api.spotify.com/v1/tracks/3wAj1XCJpthEVUMNTTaj6z,audio_features,spotify:track:3wAj1XCJpthEVUMNTTaj6z,0.411,
28,0.169,https://api.spotify.com/v1/audio-analysis/4jDt1y2gCPiqC3PgWuzLjW,Ramones,0.597,149467.0,0.96,4jDt1y2gCPiqC3PgWuzLjW,2.89e-05,11.0,0.105,-3.989,1.0,I Wanna Be Sedated - Remastered,0.042,163.017,4.0,https://api.spotify.com/v1/tracks/4jDt1y2gCPiqC3PgWuzLjW,audio_features,spotify:track:4jDt1y2gCPiqC3PgWuzLjW,0.937,
29,0.00933,https://api.spotify.com/v1/audio-analysis/7whg94OM1U8AkodkEHcwDb,Ramones,0.413,133360.0,0.97,7whg94OM1U8AkodkEHcwDb,5.29e-05,2.0,0.294,-4.205,1.0,She's The One - Remastered Version,0.0457,188.596,4.0,https://api.spotify.com/v1/tracks/7whg94OM1U8AkodkEHcwDb,audio_features,spotify:track:7whg94OM1U8AkodkEHcwDb,0.932,
30,9.48e-05,https://api.spotify.com/v1/audio-analysis/4NQsiUs19mK6Hv1B2Hlssm,Ramones,0.439,115920.0,0.931,4NQsiUs19mK6Hv1B2Hlssm,0.00209,9.0,0.165,-4.401,1.0,Cretin Hop - Remastered Version,0.0363,185.221,4.0,https://api.spotify.com/v1/tracks/4NQsiUs19mK6Hv1B2Hlssm,audio_features,spotify:track:4NQsiUs19mK6Hv1B2Hlssm,0.863,
31,0.0991,https://api.spotify.com/v1/audio-analysis/6IrGjH7yWcjhBc8ck2MnWX,Ramones,0.47,155853.0,0.968,6IrGjH7yWcjhBc8ck2MnWX,0.000742,9.0,0.152,-5.938,1.0,Surfin' Bird - Remastered Version,0.0468,193.345,4.0,https://api.spotify.com/v1/tracks/6IrGjH7yWcjhBc8ck2MnWX,audio_features,spotify:track:6IrGjH7yWcjhBc8ck2MnWX,0.854,
32,0.000872,https://api.spotify.com/v1/audio-analysis/5CGlkJqJn8B8bPxK7dMVgj,Ramones,0.414,100867.0,0.951,5CGlkJqJn8B8bPxK7dMVgj,0.758,4.0,0.0644,-5.135,1.0,Gimmie Gimmie Shock Treatment - Remastered Version,0.0549,189.388,4.0,https://api.spotify.com/v1/tracks/5CGlkJqJn8B8bPxK7dMVgj,audio_features,spotify:track:5CGlkJqJn8B8bPxK7dMVgj,0.828,
